@relation Results.Binary.Updated

@attribute TestID numeric
@attribute AP_RSSI numeric
@attribute AP_TxRate numeric
@attribute AP_Noise numeric
@attribute AP_MCS {MCS7,MCS6,MCS5,MCS4,MCS2,MCS1,MCS0,5.5M,MCS3}
@attribute AP_Throughput numeric
@attribute AP_FDR numeric
@attribute Client_RSSI numeric
@attribute Client_TxRate numeric
@attribute Client_Noise numeric
@attribute Client_MCS {MCS7,MCS5,MCS4,MCS3,MCS2,MCS1,MCS0,5.5M,MCS6,11.0M}
@attribute Client_Throughput numeric
@attribute Client_FDR numeric
@attribute iPerf_Throughput numeric
@attribute GoPing_Min numeric
@attribute GoPing_Avg numeric
@attribute GoPing_Max numeric
@attribute GoPing_Std.Dev numeric
@attribute GoPing_Loss numeric
@attribute class {0,1}

@data
165,-67,65,-95,MCS7,56.9,0.895588,-67,65,-95,MCS7,51.7,0.885307,43.166667,671.01,755.268707,839.1,32.027424,0,0
166,-67,65,-95,MCS7,57.2,0.89638,-66,65,-95,MCS7,52.9,0.885224,43.46,673.39,752.243732,856.5,32.830069,0,0
167,-68,65,-95,MCS7,55.9,0.897995,-68,65,-95,MCS7,52.9,0.886448,43.636667,661.47,753.742626,847.55,34.568283,0,0
168,-67,65,-95,MCS7,57.2,0.897823,-66,65,-95,MCS7,54.1,0.885567,43.083333,144.63,733.934836,855.52,114.280581,0.06,0
169,-68,65,-95,MCS7,52,0.897349,-65,65,-95,MCS7,52.9,0.885164,24.05,250.06,331.58093,431.92,33.683794,0,1
170,-68,65,-95,MCS7,57.2,0.897283,-67,65,-95,MCS7,53.2,0.884836,42.176667,314.04,686.170887,844.04,146.039416,0,0
171,-67,65,-95,MCS7,56.9,0.904243,-67,65,-95,MCS7,54.1,0.850546,44.12069,9.98,676.344038,868.77,178.52423,0.06,0
172,-67,65,-95,MCS7,56.9,0.899158,-68,65,-95,MCS7,54.1,0.870527,43.29,660.6,758.360128,861.47,34.800738,0,0
173,-67,65,-95,MCS7,56.7,0.898926,-67,65,-95,MCS7,49.8,0.875185,17.846667,142.41,289.963929,791.93,69.998449,0.07,1
174,-67,65,-95,MCS7,55,0.898416,-67,65,-95,MCS7,50.3,0.879606,41.773333,173.58,647.471563,868.57,210.744399,0,0
175,-66,65,-95,MCS7,56.9,0.898392,-65,65,-95,MCS7,54.1,0.879338,43.213333,647.95,755.277226,848,31.849109,0,0
176,-69,65,-95,MCS7,56.9,0.89854,-67,65,-95,MCS7,54.1,0.879757,43.12,680.73,757.715063,844.91,32.879522,0,0
177,-67,65,-95,MCS7,57.2,0.898283,-67,65,-95,MCS7,52.9,0.88028,43.373333,665.02,755.893254,853.62,34.306763,0,0
178,-67,65,-95,MCS7,56.9,0.897797,-67,65,-95,MCS7,54.9,0.880877,43.276667,123.63,729.205362,849.72,129.920573,0.01,0
179,-67,65,-95,MCS7,56.9,0.897673,-66,65,-95,MCS7,52.9,0.880805,14.308421,162.88,269.288444,356.2,37.375524,0,1
180,-67,65,-95,MCS7,56.9,0.897434,-67,65,-95,MCS7,54.1,0.880937,41.486667,315.74,695.399603,843,134.439899,0,0
181,-68,65,-95,MCS7,56.9,0.89491,-67,65,-95,MCS7,48.9,0.87509,43.965517,1.49,644.698535,976.81,227.295253,0.09,0
182,-67,65,-95,MCS7,56.9,0.899167,-68,65,-95,MCS7,54.9,0.88215,43.353333,645.24,756.122684,869.86,35.559793,0,0
183,-67,65,-95,MCS7,51.4,0.899484,-67,65,-95,MCS7,44.4,0.882278,9.069,1.62,61.29456,444.58,61.066144,0.01,1
184,-69,65,-95,MCS7,57.2,0.89977,-67,65,-95,MCS7,54.1,0.88416,42.41,514.62,739.284653,821.35,49.557607,0,0
185,-67,65,-95,MCS7,57.2,0.899633,-67,65,-95,MCS7,54.1,0.88347,43.216667,637.19,754.163007,839.89,33.302265,0,0
186,-67,65,-95,MCS7,56.7,0.899483,-67,65,-95,MCS7,52.9,0.882884,43.45,667.75,756.112238,846.47,33.082496,0,0
187,-68,65,-95,MCS7,56.9,0.899045,-65,65,-95,MCS7,54.1,0.882852,43.436667,670,756.691992,870.31,35.019184,0,0
188,-68,65,-95,MCS7,56.6,0.899036,-67,65,-95,MCS7,54.1,0.881665,43.453333,51.78,673.595841,847.41,225.860566,0.02,0
189,-68,65,-95,MCS7,35,0.898821,-67,65,-95,MCS7,34,0.881853,5.218,51.58,109.70057,783.46,167.020085,0,1
190,-67,65,-95,MCS7,56.9,0.900271,-66,65,-95,MCS7,52.4,0.88242,42.48,678.53,753.462225,842.08,32.51093,0,0
191,-68,65,-95,MCS7,56.9,0.894909,-67,65,-95,MCS7,48.3,0.862329,43.67931,1.17,625.490691,854.06,241.606938,0.11,0
192,-67,65,-95,MCS7,56.9,0.896419,-67,65,-95,MCS7,54.9,0.872661,43.356667,667.34,754.810345,855.99,33.714598,0,0
193,-67,65,-95,MCS7,35,0.898233,-67,65,-95,MCS7,35,0.880273,39.275758,1.57,89.625551,767.21,81.554819,0,1
194,-67,65,-95,MCS7,57.2,0.91052,-66,65,-95,MCS7,49.4,0.891032,-1,287.38,738.472733,868.29,58.032635,0,0
195,-67,65,-95,MCS7,57.2,0.908398,-67,65,-95,MCS7,52.9,0.890031,43.193333,667.16,753.048608,868.08,32.885536,0,0
196,-67,65,-95,MCS7,56.9,0.907481,-67,65,-95,MCS7,54.9,0.889891,43.143333,424.52,755.521216,1048.66,46.568717,0,0
197,-68,65,-95,MCS7,56.9,0.90557,-65,65,-95,MCS7,54.9,0.889413,43.453333,665.74,753.818783,849.62,35.452527,0,0
198,-67,65,-95,MCS7,56.9,0.904955,-66,65,-95,MCS7,54.1,0.888524,43.41,150.64,698.025362,859.18,176.475371,0,0
199,-67,65,-95,MCS7,35,0.904923,-67,65,-95,MCS7,35,0.888787,-1,1.62,204.006337,837.4,167.373649,0.02,1
200,-67,65,-95,MCS7,56.9,0.906691,-67,65,-95,MCS7,54.1,0.891582,45.1,672.4,753.78489,849.59,32.977809,0,0
201,-67,65,-95,MCS7,56.9,0.898458,-68,65,-95,MCS7,49.8,0.840359,43.893103,1.1,647.751794,876.77,221.694249,0.1,0
202,-68,65,-95,MCS7,57.2,0.903002,-67,65,-95,MCS7,54.1,0.847455,43.463333,677.08,755.069087,865.9,30.999288,0,0
203,-68,65,-95,MCS7,56.6,0.901586,-67,65,-95,MCS7,54.1,0.860602,38.736667,177.72,431.065657,677.73,62.247043,0.01,1
204,-66,65,-95,MCS7,56.9,0.902051,-68,65,-95,MCS7,54.1,0.868005,42.99,407.48,701.90524,866.01,100.629679,0,0
205,-67,65,-95,MCS7,56.9,0.901108,-67,65,-95,MCS7,54.1,0.871363,43.37,657.09,753.109322,838.11,34.169774,0,0
206,-67,65,-95,MCS7,56.9,0.900824,-67,65,-95,MCS7,54.1,0.872491,43.41,665.31,753.704651,832.9,32.32371,0,0
207,-67,65,-95,MCS7,56.7,0.900544,-65,65,-95,MCS7,52.9,0.871554,43.22,661.32,758.399916,844.65,33.457441,0,0
208,-67,65,-95,MCS7,56.9,0.900445,-68,65,-95,MCS7,54.1,0.874402,43.593333,277.55,709.614967,898.71,112.171623,0.03,0
209,-67,65,-95,MCS7,56.9,0.900242,-67,65,-95,MCS7,48.9,0.875031,33.723333,272.41,440.714763,541.62,44.807028,0.03,1
210,-67,65,-95,MCS7,56.9,0.899979,-68,65,-95,MCS7,49.8,0.875603,42.483333,441.5,720.708396,842.62,89.509361,0,0
211,-66,65,-95,MCS7,53.8,0.890654,-67,65,-95,MCS7,54,0.85761,43.937931,25.34,667.120315,874.96,193.942389,0.09,0
212,-67,65,-95,MCS7,57.2,0.901638,-66,65,-95,MCS7,54.1,0.870985,43.463333,670.26,754.305147,829.79,31.434644,0,0
213,-66,65,-95,MCS7,56.6,0.900295,-67,65,-95,MCS7,49.4,0.876566,28.28,271.56,396.549955,768.59,73.098505,0.01,1
214,-69,65,-95,MCS7,56.9,0.899499,-68,65,-95,MCS7,54.9,0.87936,43.153333,372.27,692.745129,827.09,121.334063,0,0
215,-67,65,-95,MCS7,56.9,0.899072,-68,65,-95,MCS7,54.1,0.879461,43.386667,663.94,757.818952,869.88,32.42582,0,0
216,-67,65,-95,MCS7,56.9,0.899272,-66,65,-95,MCS7,51.4,0.879877,43.216667,679.93,754.34263,892.04,33.522387,0,0
217,-67,65,-95,MCS7,57.2,0.899331,-67,65,-95,MCS7,54,0.878665,43.55,663.77,753.438668,838.97,32.848744,0,0
218,-67,65,-95,MCS7,57.2,0.899633,-65,65,-95,MCS7,54.9,0.88011,43.216667,55.86,716.126176,852.83,127.5087,0.06,0
219,-68,65,-95,MCS7,56.9,0.899836,-67,65,-95,MCS7,54.1,0.880138,23.386667,204.92,332.625164,467.99,43.819041,0,1
220,-68,65,-95,MCS7,56.9,0.899231,-68,65,-95,MCS7,50.2,0.880351,42.67,304.81,700.844768,847.29,133.88893,0,0
221,-68,65,-95,MCS7,48.8,0.895773,-66,65,-95,MCS7,54.1,0.858753,43.934483,1.61,669.289604,852.9,196.814319,0.03,0
222,-68,65,-95,MCS7,57.2,0.898503,-68,65,-95,MCS7,51.5,0.873352,43.256667,682.61,759.398982,869.8,33.779012,0,0
223,-67,65,-95,MCS7,56.9,0.898764,-67,65,-95,MCS7,54.9,0.879483,17.982,72.73,291.391805,766.45,73.027963,0.04,1
224,-67,65,-95,MCS7,56.9,0.897344,-68,65,-95,MCS7,52.1,0.880752,41.91,209.9,642.761634,848.54,199.291539,0,0
225,-67,65,-95,MCS7,54.9,0.89799,-67,65,-95,MCS7,54.1,0.880744,43.476667,668.56,762.162966,872.49,33.362838,0,0
226,-67,65,-95,MCS7,56.9,0.897511,-67,65,-95,MCS7,51.4,0.879486,43.536667,632,758.171716,843.11,33.894732,0,0
227,-68,65,-95,MCS7,53.4,0.897487,-67,65,-95,MCS7,53.5,0.879656,43.34,664.48,756.620688,844.93,34.297397,0,0
228,-67,65,-95,MCS7,56.9,0.897822,-65,65,-95,MCS7,52.9,0.879961,43.28,100.69,709.989634,854.12,150.174045,0,0
229,-67,65,-95,MCS7,56.9,0.898222,-66,65,-95,MCS7,51.7,0.880179,13.647333,137.51,260.957032,351.68,42.980147,0.01,1
230,-67,65,-95,MCS7,56.9,0.898043,-68,65,-95,MCS7,53.7,0.880579,42.02,179.34,666.834421,843.28,184.267799,0,0
231,-67,65,-95,MCS7,56.7,0.896659,-67,65,-95,MCS7,54.1,0.879591,43.782759,1.5,665.697489,929.02,210.92839,0.09,0
232,-67,65,-95,MCS7,56.9,0.897167,-68,65,-95,MCS7,51.8,0.8826,43.443333,677.75,757.673498,854.62,32.529035,0,0
233,-67,65,-95,MCS7,51.4,0.898127,-68,65,-95,MCS7,44.4,0.886089,10.591667,1.58,67.038809,754.12,76.098881,0.03,1
234,-67,65,-95,MCS7,56.9,0.898311,-68,65,-95,MCS7,54.1,0.884596,42.48,409.62,747.51897,847.83,55.20744,0,0
235,-68,65,-95,MCS7,56.9,0.898204,-67,65,-95,MCS7,52.7,0.8838,43.423333,661.02,755.562252,846.52,32.951018,0,0
236,-68,65,-95,MCS7,56.9,0.89852,-68,65,-95,MCS7,54.1,0.883573,43.5,666.48,757.104244,847.16,31.989722,0,0
237,-67,65,-95,MCS7,56.9,0.898799,-68,65,-95,MCS7,51.2,0.883165,43.356667,680.21,756.392261,842.36,32.758739,0,0
238,-68,65,-95,MCS7,56.9,0.89919,-66,65,-95,MCS7,54.1,0.883021,43.656667,51.89,700.951919,888.04,191.823859,0.03,0
239,-67,65,-95,MCS7,35,0.899133,-65,65,-95,MCS7,35,0.883021,5.713793,1.29,109.38102,741,168.407239,0.01,1
240,-69,65,-95,MCS7,57.2,0.900859,-67,65,-95,MCS7,54.1,0.883747,42.153667,678.22,758.830794,862.46,34.814734,0,0
241,-68,65,-95,MCS7,56.9,0.890514,-66,65,-95,MCS7,52.9,0.879417,43.610345,1.56,657.353706,871.57,223.18673,0.12,0
242,-68,65,-95,MCS7,56.9,0.896914,-66,65,-95,MCS7,50.8,0.883279,43.6,342.47,748.603195,846.66,46.003366,0.01,0
243,-67,65,-95,MCS7,35,0.898947,-67,65,-95,MCS7,35,0.883984,3.948667,1.5,77.264808,197.83,13.240598,0,1
244,-67,65,-95,MCS7,35,0.910848,-68,65,-95,MCS7,54.9,0.895523,42.623333,449.94,745.467797,845.39,50.654921,0,0
245,-68,65,-95,MCS7,57.2,0.908088,-67,65,-95,MCS7,54.1,0.892904,43.41,679.22,755.683813,847.75,33.70391,0,0
246,-68,65,-95,MCS7,56.9,0.907103,-67,65,-95,MCS7,54.9,0.891158,43.376667,672.8,755.311622,846.19,33.448536,0,0
247,-67,65,-95,MCS7,56.9,0.905713,-67,65,-95,MCS7,49.1,0.889216,43.376667,682.49,757.920109,855.23,33.370396,0,0
248,-68,65,-95,MCS7,55.8,0.904665,-68,65,-95,MCS7,54.1,0.887819,-1,150.58,698.661175,870.46,186.657187,0,0
249,-67,65,-95,MCS7,35,0.904417,-67,65,-95,MCS7,35,0.887632,-1,1.56,202.248898,834.83,166.774713,0.02,1
250,-69,65,-95,MCS7,56.9,0.906276,-66,65,-95,MCS7,54.1,0.889443,43.230612,663.01,754.442677,852.4,32.445963,0,0
251,-68,65,-95,MCS7,57.2,0.796053,-67,65,-95,MCS7,54.1,0.854979,43.817241,27.85,650.982857,938.48,210.728579,0,0
252,-68,65,-95,MCS7,57.2,0.901944,-68,65,-95,MCS7,48.3,0.855371,43.296667,596.55,757.801106,953.56,39.250909,0,0
253,-70,58.5,-95,MCS6,49.8,0.892914,-69,65,-95,MCS7,46.8,0.839453,43.06,508.71,849.663111,1163.98,88.112375,0,0
254,-66,65,-95,MCS7,56.9,0.886099,-69,65,-95,MCS7,48.9,0.83204,43.15,482.66,755.382021,981.19,45.863774,0,0
255,-68,65,-95,MCS7,56.9,0.890595,-68,65,-95,MCS7,50,0.833117,43.253333,421.89,752.154109,1014.32,63.588822,0,0
256,-68,65,-95,MCS7,56.9,0.894128,-67,65,-95,MCS7,54.1,0.833645,43.3,670.6,759.644679,895.89,34.947785,0,0
257,-67,65,-95,MCS7,56.9,0.894751,-68,65,-95,MCS7,48.9,0.841355,43.486667,645.79,755.204112,962.38,40.55986,0,0
258,-68,65,-95,MCS7,56.9,0.896314,-67,65,-95,MCS7,49.5,0.841448,43.496667,658.92,774.901688,1310.65,74.19181,0,0
259,-72,58.5,-95,MCS6,44.5,0.879645,-68,58.5,-95,MCS7,43.7,0.83996,43.043333,532.55,987.537252,1386.11,119.384983,0,0
260,-67,65,-95,MCS7,46.8,0.877138,-68,65,-95,MCS7,54.1,0.829376,43.076667,678,756.410939,850.7,32.236175,0,0
261,-66,65,-95,MCS7,57.2,0.90768,-69,65,-95,MCS7,49.8,0.841058,43.786207,1.5,633.699124,903.94,237.608353,0.08,0
262,-68,65,-95,MCS7,56.9,0.902869,-66,65,-95,MCS7,54.1,0.840765,43.486667,675.95,760.5241,862.12,34.742102,0,0
263,-74,52,-95,MCS5,39.2,0.838055,-73,52,-95,MCS5,34.3,0.762808,43.073333,639.66,1145.397004,1687.27,104.174151,0,0
264,-67,65,-95,MCS7,56.9,0.837858,-67,65,-95,MCS7,54.1,0.859444,43.336667,649.03,756.322064,1093.42,45.26951,0,0
265,-67,65,-95,MCS7,56.9,0.897681,-68,65,-95,MCS7,54.9,0.868622,43.386667,654.88,753.851352,848.17,33.478787,0,0
266,-66,65,-95,MCS7,56.9,0.899038,-67,65,-95,MCS7,53.4,0.762609,43.29,669.36,759.348341,865.98,34.02167,0,0
267,-68,65,-95,MCS7,57.2,0.898952,-67,65,-95,MCS7,54,0.875731,43.233333,666.88,753.382971,872.94,33.909554,0,0
268,-67,65,-95,MCS7,56.9,0.899294,-67,65,-95,MCS7,51.8,0.876848,43.293333,352.16,793.835041,2379.41,204.43776,0.12,0
269,-76,39,-95,MCS4,33.2,0.89945,-75,39,-95,MCS4,27.6,0.721722,43.066667,694.99,1369.256809,1919.46,212.442802,0.01,0
270,-67,65,-95,MCS7,32.8,0.897737,-66,65,-95,MCS7,54.1,0.875825,43.11,650.91,755.72926,844.41,33.112247,0,0
271,-67,65,-95,MCS7,56.9,0.898662,-67,65,-95,MCS7,50.5,0.844852,44.006897,1.5,626.349551,851.55,243.899351,0.12,0
272,-67,65,-95,MCS7,56.9,0.896508,-66,65,-95,MCS7,54.1,0.872134,43.183333,633.65,758.791174,948.57,35.472914,0,0
273,-78,39,-95,MCS4,24.2,0.698944,-79,39,-95,MCS4,23.8,0.678729,43.203333,746.05,1787.017958,2341.39,191.749447,0.01,0
274,-67,65,-95,MCS7,56.9,0.699361,-67,65,-95,MCS7,44.4,0.875644,43.313333,673.14,754.452276,1047.67,37.881793,0,0
275,-68,65,-95,MCS7,57.2,0.896549,-65,65,-95,MCS7,54.1,0.877065,43.2,647.95,755.001266,844.66,33.303097,0,0
276,-68,65,-95,MCS7,56.9,0.89692,-67,65,-95,MCS7,54.1,0.873944,43.13,330.94,756.394874,1145.8,54.23651,0,0
277,-67,65,-95,MCS7,56.9,0.896824,-66,65,-95,MCS7,54.1,0.880838,43.386667,676.96,755.388168,858.38,33.003441,0,0
278,-67,65,-95,MCS7,56.9,0.896974,-67,65,-95,MCS7,54.1,0.880832,43.216667,331.27,789.177454,3706.32,319.170755,0.24,0
279,-81,19.5,-95,MCS2,16.7,0.89728,-83,26,-95,MCS3,14.6,0.721465,43.166667,631.4,2295.26884,3052.53,581.475109,0,0
280,-68,65,-95,MCS7,56.9,0.896359,-68,65,-95,MCS7,45.6,0.879939,42.843333,667.53,757.643315,846.63,33.003534,0,0
281,-67,65,-95,MCS7,56.1,0.906135,-68,65,-95,MCS7,52.9,0.833044,43.837931,1.42,644.954626,890.58,228.058224,0.11,0
282,-69,65,-95,MCS7,56.6,0.902546,-66,65,-95,MCS7,54.1,0.850812,43.43,661.35,757.194115,853.95,34.843308,0,0
283,-84,19.5,-95,MCS2,12,0.727598,-85,19.5,-95,MCS2,13.2,0.675832,38.653333,555.44,3194.987105,4371.13,427.47742,0.33,0
284,-67,65,-95,MCS7,56.7,0.72448,-67,65,-95,MCS7,50.2,0.866083,43.03,669.38,793.547945,2627.25,224.887976,0,0
285,-67,65,-95,MCS7,56.9,0.900012,-67,65,-95,MCS7,48.8,0.872806,43.266667,679.4,757.546834,859.27,31.721129,0,0
286,-67,65,-95,MCS7,54.7,0.899721,-66,65,-95,MCS7,51.8,0.87323,43.32,662.84,760.296116,855.13,32.737524,0,0
287,-68,65,-95,MCS7,56.9,0.899477,-67,65,-95,MCS7,54.1,0.87366,43.28,663.87,751.791311,835.78,32.220936,0,0
288,-68,65,-95,MCS7,56.9,0.90028,-67,65,-95,MCS7,54.9,0.874995,43.273333,672.64,781.604954,4576.78,283.96108,0,0
289,-87,13,-95,MCS1,5.7,0.599763,-86,13,-95,MCS1,4.7,0.677083,29.506667,561.91,3946.353205,6322.88,1363.030764,0.53,0
290,-67,65,-95,MCS7,56.9,0.899552,-67,65,-95,MCS7,54.1,0.875218,42.723333,664.39,756.064709,868.63,33.427705,0,0
291,-68,65,-95,MCS7,51.4,0.85122,-67,65,-95,MCS7,54.1,0.879237,43.710345,21.14,661.598713,836.1,200.056087,0.09,0
292,-67,65,-95,MCS7,55.9,0.896024,-66,65,-95,MCS7,54.1,0.881049,43.266667,671.79,754.33319,850.23,31.968777,0,0
293,-89,6.5,-95,MCS0,4.4,0.704651,-88,6.5,-95,MCS0,4.2,0.010417,21.14,153.98,4408.954665,12831.05,1916.906039,1.74,0
294,-67,65,-95,MCS7,56.3,0.852243,-66,65,-95,MCS7,25,0.877737,41.796667,299.95,708.281242,850.23,95.978259,0,0
295,-67,65,-95,MCS7,56.6,0.895124,-67,65,-95,MCS7,54.1,0.877753,43.183333,670.03,754.697567,863.16,33.980696,0,0
296,-67,65,-95,MCS7,56.6,0.895848,-67,65,-95,MCS7,54.1,0.878136,43.526667,674.21,756.435366,851.36,32.834852,0,0
297,-67,65,-95,MCS7,57.2,0.896381,-67,65,-95,MCS7,48.9,0.879273,43.243333,667.99,752.026536,829.62,31.1954,0,0
298,-67,65,-95,MCS7,54.1,0.897829,-67,65,-95,MCS7,51.2,0.880635,43.203333,654.16,755.791443,856.88,33.292796,0,0
299,-89,5.5,-95,5.5M,2.2,0.61365,-88,5.5,-95,5.5M,2.5,0.769621,12.145,103.17,2436.223462,10380.96,2505.620915,2.15,0
300,-69,65,-95,MCS7,57.2,0.644748,-68,65,-95,MCS7,54.1,0.880753,41.056333,609.47,727.741826,821.92,47.790804,0,0
301,-68,65,-95,MCS7,56.6,0.781609,-67,65,-95,MCS7,54.1,0.880663,43.910345,1.5,656.8408,883.04,210.34158,0.13,0
302,-68,65,-95,MCS7,57.2,0.902277,-67,65,-95,MCS7,55.6,0.874471,43.46,668.57,758.017244,962.27,35.746847,0,0
303,-70,65,-95,MCS7,50.3,0.883819,-71,65,-95,MCS7,51.8,0.852072,43.136667,453.28,859.133525,1224.85,104.348402,0,0
304,-68,65,-95,MCS7,55.6,0.881104,-66,65,-95,MCS7,54.9,0.850692,43.28,640.09,753.293348,848.48,31.697453,0,0
305,-67,65,-95,MCS7,56.9,0.886322,-67,65,-95,MCS7,52.1,0.844006,43.476667,682.29,759.871367,864.43,32.562995,0,0
306,-68,65,-95,MCS7,57.2,0.888352,-67,65,-95,MCS7,50.8,0.852614,43.386667,663.51,752.523215,836.05,31.590652,0,0
307,-67,65,-95,MCS7,56.9,0.891014,-66,65,-95,MCS7,54.1,0.869579,43.46,668.64,756.585619,846.85,34.772067,0,0
308,-68,65,-95,MCS7,54.9,0.892388,-67,65,-95,MCS7,54.1,0.872073,43.423333,648.18,778.579844,1141.83,76.153466,0,0
309,-71,58.5,-95,MCS6,44.4,0.8766,-72,58.5,-95,MCS6,46.5,0.815472,43.13,510.32,980.684633,1366.06,129.952618,0,0
310,-68,65,-95,MCS7,56.9,0.871988,-67,65,-95,MCS7,54.1,0.866802,43.123333,679.9,757.692865,889.25,32.332211,0,0
311,-67,65,-95,MCS7,56.9,0.895529,-67,65,-95,MCS7,54.1,0.871373,43.803448,6.94,669.591942,856.6,190.371454,0.05,0
312,-67,65,-95,MCS7,55.3,0.897611,-67,65,-95,MCS7,51.4,0.88143,43.166667,516.77,758.363816,989.97,38.94498,0,0
313,-74,52,-95,MCS5,37.8,0.832893,-74,52,-95,MCS5,32.5,0.741405,42.94,730.26,1155.234119,1466.76,99.15643,0,0
314,-67,65,-95,MCS7,56.9,0.832184,-67,65,-95,MCS7,52.9,0.705017,43.11,682.24,756.964979,849.18,31.981918,0,0
315,-67,65,-95,MCS7,56.9,0.894901,-67,65,-95,MCS7,54.1,0.735138,43.25,648.28,757.520521,845.43,33.566842,0,0
316,-67,65,-95,MCS7,56.9,0.895383,-66,65,-95,MCS7,50.5,0.876476,43.48,672.74,755.708051,872.66,33.022832,0,0
317,-66,65,-95,MCS7,57.2,0.895975,-66,65,-95,MCS7,54.1,0.878104,43.21,663.41,752.179426,863.58,31.198335,0,0
318,-67,65,-95,MCS7,57.2,0.89687,-67,65,-95,MCS7,49.2,0.87939,43.076667,629.84,810.980401,2471.28,223.87543,0,0
319,-76,39,-95,MCS4,33.7,0.89683,-75,39,-95,MCS4,28.5,0.754312,43.1,700,1358.397095,1791.85,219.70848,0,0
320,-67,65,-95,MCS7,56.9,0.89512,-67,65,-95,MCS7,45.9,0.877518,43.4,680.41,754.776719,884.19,33.308041,0,0
321,-66,65,-95,MCS7,57.2,0.89673,-67,65,-95,MCS7,54.1,0.879114,43.906897,1.5,655.74789,838.83,210.514437,0.09,0
322,-67,65,-95,MCS7,56.9,0.901268,-67,65,-95,MCS7,48.3,0.887369,43.5,659.45,753.48015,840.1,34.468175,0,0
323,-78,39,-95,MCS4,24.7,0.699175,-78,39,-95,MCS4,21.3,0.692874,43.263333,550.89,1731.751783,2707.3,290.595893,0.03,0
324,-67,65,-95,MCS7,56.9,0.703308,-67,65,-95,MCS7,53.4,0.882451,43.27,678.53,757.660367,865.79,32.995721,0,0
325,-67,65,-95,MCS7,56.9,0.895911,-67,65,-95,MCS7,54.1,0.882171,43.413333,634.12,755.306928,845.83,31.920204,0,0
326,-67,65,-95,MCS7,56.1,0.896603,-67,65,-95,MCS7,54.1,0.882334,43.353333,663.54,758.536047,853.16,32.510361,0,0
327,-68,65,-95,MCS7,57.2,0.896865,-67,65,-95,MCS7,54.1,0.883109,43.46,645.8,748.45753,829.63,33.065447,0,0
328,-68,65,-95,MCS7,53.1,0.897775,-67,65,-95,MCS7,54.9,0.884207,43.556667,680.98,885.822611,3545.51,462.313534,0.01,0
329,-82,26,-95,MCS3,16.7,0.725113,-82,26,-95,MCS3,19.5,0.26306,43.296667,559.03,2269.826278,3124.47,650.165542,0,0
330,-68,65,-95,MCS7,56.9,0.713715,-67,65,-95,MCS7,52.9,0.882939,43.28,662.47,750.48238,858.15,34.274156,0,0
331,-66,65,-95,MCS7,56.4,0.864105,-67,65,-95,MCS7,46.5,0.847913,44.089655,1.62,655.767401,830.57,204.956535,0.06,0
332,-67,65,-95,MCS7,57.2,0.900156,-67,65,-95,MCS7,52.9,0.876697,43.59,658.84,755.146617,870.64,35.485163,0,0
333,-85,19.5,-95,MCS2,13.8,0.735929,-84,19.5,-95,MCS2,14.3,0.680569,38.773333,784.26,3099.005727,3975.14,369.404788,0,0
334,-67,65,-95,MCS7,56.9,0.738606,-66,65,-95,MCS7,53.8,0.830889,43.106667,674.18,754.15048,1138.08,43.064694,0,0
335,-67,65,-95,MCS7,56.7,0.899699,-67,65,-95,MCS7,54.1,0.882586,43.18,658.11,753.533074,854.8,32.029098,0,0
336,-67,65,-95,MCS7,56.9,0.899706,-65,65,-95,MCS7,54.1,0.859536,43.39,510.51,753.169202,948.92,38.622576,0,0
337,-68,65,-95,MCS7,56.9,0.899673,-67,65,-95,MCS7,54.1,0.884186,43.376667,682.19,755.298051,844.72,30.509029,0,0
338,-68,65,-95,MCS7,56.9,0.899585,-67,65,-95,MCS7,54.1,0.885133,43.696667,662,753.597364,850.33,31.705401,0,0
339,-86,6.5,-95,MCS0,5.6,0.877817,-85,13,-95,MCS1,4.8,0.714538,29.773333,533.06,3927.607656,9978.11,1696.579927,0.88,0
340,-67,65,-95,MCS7,56.9,0.899267,-67,65,-95,MCS7,54.1,0.883828,42.47,667.35,755.479749,863.16,35.089805,0,0
341,-69,65,-95,MCS7,56.9,0.892936,-67,65,-95,MCS7,54.1,0.874104,43.965517,1.58,657.42169,855.91,213.514019,0.06,0
342,-68,65,-95,MCS7,56.9,0.896497,-67,65,-95,MCS7,54.1,0.883736,43.55,669.17,756.602352,847.69,33.8372,0,0
343,-90,6.5,-95,MCS0,4.7,0.736776,-88,11,-95,11.0M,4.2,0.623789,21.13,717.91,6320.634135,14643.43,2955.871054,1.03,0
344,-68,65,-95,MCS7,57.2,0.73139,-67,65,-95,MCS7,54.1,0.604896,41.553333,327.12,829.304224,8540.8,860.101647,0.36,0
345,-67,65,-95,MCS7,56.9,0.896285,-67,65,-95,MCS7,54.9,0.882743,43.573333,661.24,753.139978,841.26,33.432632,0,0
346,-68,65,-95,MCS7,57.2,0.896983,-65,65,-95,MCS7,52.9,0.883287,43.506667,664.39,753.936627,855.53,34.064949,0,0
347,-67,65,-95,MCS7,56.9,0.897369,-67,65,-95,MCS7,54.9,0.884103,43.586667,629.56,755.595513,875.22,35.796532,0,0
348,-67,65,-95,MCS7,55.3,0.897516,-67,65,-95,MCS7,54.1,0.884011,43.356667,397.47,756.302874,1018,46.51377,0,0
349,-90,5.5,-95,5.5M,2.4,0.606098,-90,5.5,-95,5.5M,2.7,0.774307,12.143333,164.66,5435.742526,24607.22,4803.460856,1.87,0
