Test ID,AP_RSSI,AP_Tx Rate,AP_Noise,AP_MCS,AP_Throughput,AP_FDR,Client_RSSI,Client_Tx Rate,Client_Noise,Client_MCS,Client_Throughput,Client_FDR,GoPing_Min,GoPing_Avg,GoPing_Max,GoPing_Std. Dev,GoPing_Loss,Label
480,-67,65,-95,MCS7,57.2,0.896493,-68,65,-95,MCS7,54.1,0.87382,454.15,754.3056712329,973.67,44.0384086956,0,0
481,-68,65,-95,MCS7,54.9,0.899807,-67,65,-95,MCS7,48.9,0.830083,1.61,647.1885744681,869.66,228.9175385292,0.07,0
482,-67,65,-95,MCS7,56.9,0.89802,-67,65,-95,MCS7,54.1,0.852701,628.6,753.9248344371,844.07,34.5862150541,0,0
483,-84,19.5,-95,MCS2,13.8,0.70655,-85,19.5,-95,MCS2,11.4,0.697025,705.94,3006.5408541667,4398.52,729.7390407356,0.13,0
484,-67,65,-95,MCS7,56.9,0.71812,-66,65,-95,MCS7,52.7,0.864376,652.05,753.1945744681,857.97,32.2913003193,0,0
485,-68,65,-95,MCS7,56.9,0.897913,-65,65,-95,MCS7,54.1,0.867806,678.28,759.0916293279,851.35,32.6828567673,0,0
486,-67,65,-95,MCS7,57.2,0.89848,-67,65,-95,MCS7,48.9,0.870057,643.13,754.7846993318,850.92,33.9055336682,0,0
487,-68,65,-95,MCS7,56.9,0.898912,-65,65,-95,MCS7,54.9,0.87183,675.02,756.5294117647,863.07,34.0937293585,0,0
488,-68,65,-95,MCS7,56.9,0.898938,-66,65,-95,MCS7,54.1,0.872883,667.4,843.9374874372,8857.06,809.5117739937,0.01,0
489,-87,6.5,-95,MCS1,5.6,0.61783,-87,13,-95,MCS1,6.7,0.693472,691.26,5261.0649718574,10203.94,2209.6878960082,0.13,0
490,-67,65,-95,MCS7,57.2,0.606098,-67,65,-95,MCS7,49.4,0.857348,660.33,757.9782507289,856.65,33.0612581333,0,0
491,-68,65,-95,MCS7,56.9,0.893703,-67,65,-95,MCS7,48.9,0.868217,1.62,645.6389955357,989.54,223.7819754788,0.08,0
492,-68,65,-95,MCS7,57.2,0.894069,-68,65,-95,MCS7,54.9,0.869602,534.15,758.9946466809,916.8,39.712707264,0,0
493,-88,5.5,-95,5.5M,3.5,0.626543,-89,6.5,-95,11.0M,3.6,0.543877,561.21,8453.6323908524,14608.49,4087.9558035534,0.25,0
494,-69,65,-95,MCS7,57.2,0.695463,-68,65,-95,MCS7,53.1,0.864691,652.12,760.2145020747,885.61,34.7889790858,0,0
495,-69,65,-95,MCS7,57.2,0.897138,-67,65,-95,MCS7,49.1,0.867897,660.64,755.3063516484,855.31,33.6317461273,0,0
496,-67,65,-95,MCS7,56.9,0.897362,-66,65,-95,MCS7,48.3,0.860608,665.27,759.5131590414,867.45,35.8825979549,0,0
497,-68,65,-95,MCS7,57.2,0.897865,-67,65,-95,MCS7,51.5,0.86894,608.66,754.9556756757,840.03,34.145115521,0,0
498,-68,65,-95,MCS7,54.3,0.897878,-65,65,-95,MCS7,48.3,0.870581,676.78,810.3519647355,10770.52,707.2759819259,0.01,0
499,-90,5.5,-95,5.5M,2.5,0.702303,-89,5.5,-95,5.5M,2.4,0.791524,219.5,9447.7035145631,27235.86,8386.2272636543,1.28,0
500,-67,65,-95,MCS7,56.9,0.897979,-67,65,-95,MCS7,54.1,0.866655,409.03,727.1839857651,1071.25,82.4266463786,0,0
