1	 2.38
2	 1.56
3	 1.64
4	 1.60
5	 1.67
6	 1.61
7	 1.58
8	 1.66
9	 1.62
10	 1.10
11	 1.57
12	 1.66
13	 1.65
14	 1.60
15	 1.64
16	 1.59
17	 1.65
18	 3.16
19	 1.59
20	 1.66
21	 2.56
22	 2.59
23	 1.64
24	 1.65
25	 1.66
26	 1.64
27	 1.62
28	 1.66
29	 1.66
30	 1.66
31	 1.61
32	 1.57
33	 1.65
34	 1.60
35	 1.66
36	 1.60
37	 1.61
38	 1.65
39	 1.59
40	 1.67
41	 1.66
42	 2.50
43	 2.42
44	 1.57
45	 1.61
46	 1.66
47	 1.67
48	 1.61
49	 1.65
50	 1.65
51	 1.60
52	 1.05
53	 1.65
54	 1.65
55	 1.65
56	 1.65
57	 1.66
58	 1.66
59	 1.66
60	 1.59
61	 2.47
62	 1.67
63	 1.59
64	 2.46
65	 1.58
66	 1.61
67	 1.60
68	 1.63
69	 1.59
70	 1.61
71	 1.58
72	 1.66
73	 1.59
74	 1.63
75	 1.63
76	 1.66
77	 1.61
78	 1.61
79	 1.62
80	 1.66
81	 1.60
82	 3.02
83	 1.65
84	 1.65
85	 2.53
86	 1.61
87	 1.57
88	 1.85
89	 1.65
90	 1.66
91	 1.61
92	 1.61
93	 1.57
94	 1.65
95	 1.61
96	 1.61
97	 1.57
98	 1.60
99	 1.66
100	 1.60
101	 1.61
102	 2.59
103	 1.67
104	 1.65
105	 2.44
106	 1.64
107	 1.64
108	 1.66
109	 1.59
110	 1.66
111	 1.65
112	 1.65
113	 1.65
114	 1.66
115	 1.60
116	 1.65
117	 1.66
118	 1.60
119	 1.63
120	 1.66
121	 1.67
122	 1.67
123	 2.24
124	 1.61
125	 1.67
126	 2.53
127	 1.64
128	 1.65
129	 1.65
130	 1.65
131	 1.66
132	 1.66
133	 1.62
134	 1.63
135	 3.21
136	 1.67
137	 1.65
138	 1.59
139	 1.65
140	 1.65
141	 1.58
142	 2.49
143	 1.65
144	 1.65
145	 1.60
146	 1.66
147	 2.51
148	 1.63
149	 1.65
150	 1.66
151	 1.60
152	 1.63
153	 1.61
154	 1.63
155	 1.65
156	 1.65
157	 1.51
158	 1.65
159	 1.65
160	 1.65
161	 1.59
162	 1.62
163	 2.60
164	 1.65
165	 1.65
166	 1.66
167	 1.66
168	 2.52
169	 1.61
170	 1.66
171	 1.16
172	 1.58
173	 1.60
174	 1.66
175	 1.65
176	 1.66
177	 1.67
178	 1.65
179	 1.60
180	 1.73
181	 1.65
182	 1.66
183	 2.34
184	 2.46
185	 1.63
186	 1.51
187	 1.66
188	 1.65
189	 2.43
190	 1.65
191	 1.61
192	 1.58
193	 1.60
194	 3.74
195	 1.59
196	 1.61
197	 1.61
198	 1.67
199	 1.61
200	 1.22
201	 1.66
202	 1.66
203	 2.62
204	 1.65
205	 1.59
206	 1.63
207	 1.66
208	 1.51
209	 3.11
210	 2.44
211	 1.66
212	 1.67
213	 1.32
214	 1.66
215	 1.65
216	 1.67
217	 1.10
218	 1.57
219	 1.66
220	 1.65
221	 1.66
222	 1.65
223	 1.65
224	 2.49
225	 1.37
226	 1.61
227	 1.65
228	 1.34
229	 1.66
230	 1.61
231	 2.46
232	 1.66
233	 1.66
234	 1.66
235	 1.61
236	 1.66
237	 1.65
238	 1.59
239	 1.65
240	 1.65
241	 1.65
242	 1.60
243	 1.61
244	 1.61
245	 2.40
246	 1.61
247	 1.66
248	 1.67
249	 1.65
250	 1.65
251	 1.59
252	 2.48
253	 1.60
254	 1.61
255	 1.57
256	 1.66
257	 1.65
258	 1.65
259	 1.65
260	 1.65
261	 1.65
262	 1.59
263	 1.65
264	 1.65
265	 1.65
266	 1.97
267	 1.61
268	 1.63
269	 1.59
270	 1.62
271	 1.57
272	 1.66
273	 2.60
274	 1.59
275	 1.65
276	 1.67
277	 1.59
278	 1.64
279	 1.65
280	 1.59
281	 1.65
282	 1.59
283	 1.57
284	 1.63
285	 2.56
286	 1.61
287	 1.58
288	 1.60
289	 1.65
290	 1.66
291	 1.59
292	 1.66
293	 1.65
294	 2.51
295	 1.65
296	 1.67
297	 1.65
298	 1.45
299	 1.64
300	 1.62
301	 1.65
302	 1.66
303	 1.65
304	 1.65
305	 2.51
306	 1.61
307	 1.65
308	 1.66
309	 1.66
310	 1.67
311	 1.61
312	 1.57
313	 1.61
314	 2.54
315	 1.61
316	 1.66
317	 1.35
318	 1.65
319	 1.65
320	 3.52
321	 1.62
322	 1.66
323	 1.67
324	 1.61
325	 1.66
326	 2.44
327	 1.57
328	 1.61
329	 1.64
330	 1.66
331	 1.58
332	 1.64
333	 1.85
334	 1.55
335	 2.58
336	 1.66
337	 1.06
338	 1.65
339	 1.66
340	 1.67
341	 1.67
342	 1.59
343	 1.57
344	 1.56
345	 1.65
346	 1.59
347	 2.49
348	 1.59
349	 1.61
350	 1.61
351	 1.65
352	 1.63
353	 1.66
354	 1.66
355	 1.65
356	 2.48
357	 1.58
358	 1.61
359	 1.65
360	 1.61
361	 1.26
362	 2.86
363	 1.66
364	 1.60
365	 1.66
366	 2.58
367	 1.62
368	 2.02
369	 1.65
370	 1.65
371	 1.65
372	 1.66
373	 1.61
374	 1.57
375	 1.66
376	 1.66
377	 2.43
378	 1.62
379	 1.65
380	 1.66
381	 1.65
382	 1.63
383	 1.67
384	 1.65
385	 1.63
386	 1.66
387	 2.50
388	 1.65
389	 1.65
390	 1.63
391	 1.66
392	 1.60
393	 1.62
394	 1.60
395	 1.60
396	 1.61
397	 1.60
398	 3.18
399	 1.66
400	 1.58
401	 1.61
402	 1.59
403	 1.65
404	 1.65
405	 1.65
406	 2.81
407	 1.65
408	 2.47
409	 1.66
410	 1.65
411	 1.59
412	 1.66
413	 1.65
414	 1.65
415	 1.66
416	 1.66
417	 1.67
418	 1.65
419	 2.57
420	 1.65
421	 1.61
422	 1.57
423	 1.60
424	 1.57
425	 3.33
426	 1.66
427	 1.60
428	 1.65
429	 2.54
430	 1.65
431	 1.65
432	 1.59
433	 1.65
434	 1.61
435	 1.61
436	 1.66
437	 1.66
438	 1.63
439	 1.67
440	 2.45
441	 1.66
442	 1.59
443	 1.65
444	 1.66
445	 1.65
446	 1.65
447	 1.66
448	 2.57
449	 1.65
450	 1.65
451	 1.55
452	 1.65
453	 1.58
454	 1.65
455	 1.64
456	 1.65
457	 1.58
458	 3.82
459	 1.53
460	 1.65
461	 2.51
462	 1.30
463	 1.65
464	 1.66
465	 1.65
466	 1.59
467	 1.58
468	 1.62
469	 2.46
470	 1.66
471	 1.61
472	 2.23
473	 1.65
474	 1.65
475	 1.59
476	 1.66
477	 1.65
478	 1.61
479	 1.66
480	 1.66
481	 1.65
482	 2.55
483	 1.63
484	 1.65
485	 1.59
486	 1.63
487	 1.55
488	 1.67
489	 1.59
490	 2.54
491	 1.59
492	 1.63
493	 1.65
494	 1.64
495	 1.61
496	 1.63
497	 1.60
498	 1.62
499	 1.67
500	 1.66
501	 1.65
502	 2.11
503	 1.66
504	 1.60
505	 1.57
506	 2.61
507	 1.58
508	 1.61
509	 1.66
510	 1.65
511	 2.48
512	 1.55
513	 1.66
514	 1.65
515	 1.66
516	 1.67
517	 1.60
518	 1.66
519	 1.66
520	 1.65
521	 1.61
522	 1.66
523	 1.66
524	 1.65
525	 1.59
526	 1.66
527	 2.50
528	 1.57
529	 1.66
530	 2.53
531	 2.20
532	 1.57
533	 1.67
534	 1.10
535	 1.60
536	 1.63
537	 1.66
538	 1.65
539	 1.66
540	 3.50
541	 1.67
542	 1.67
543	 1.59
544	 1.65
545	 1.68
546	 1.68
547	 1.59
548	 2.58
549	 1.65
550	 1.60
551	 2.55
552	 1.65
553	 1.65
554	 1.65
555	 1.66
556	 1.61
557	 1.64
558	 1.65
559	 1.60
560	 1.74
561	 1.65
562	 1.59
563	 1.63
564	 1.61
565	 1.67
566	 1.65
567	 1.63
568	 1.66
569	 2.47
570	 1.21
571	 1.22
572	 2.55
573	 1.63
574	 1.66
575	 1.65
576	 1.59
577	 1.65
578	 1.65
579	 1.60
580	 1.65
581	 1.60
582	 1.57
583	 1.65
584	 1.65
585	 1.67
586	 1.61
587	 1.62
588	 1.65
589	 1.54
590	 2.59
591	 2.55
592	 1.66
593	 1.65
594	 1.65
595	 1.65
596	 1.66
597	 1.65
598	 1.60
599	 1.66
600	 1.59
601	 1.60
602	 1.59
603	 1.66
604	 1.60
605	 1.65
606	 1.56
607	 1.61
608	 1.67
609	 1.67
610	 1.65
611	 2.51
612	 2.49
613	 1.65
614	 1.45
615	 1.58
616	 1.66
617	 1.66
618	 1.66
619	 1.60
620	 1.61
621	 1.59
622	 1.65
623	 1.66
624	 1.59
625	 1.66
626	 1.65
627	 1.68
628	 1.62
629	 1.65
630	 1.67
631	 1.60
632	 2.49
633	 2.51
634	 1.66
635	 1.65
636	 1.60
637	 1.83
638	 1.57
639	 1.61
640	 1.60
641	 1.58
642	 1.66
643	 1.65
644	 1.65
645	 1.59
646	 1.25
647	 1.65
648	 1.67
649	 1.60
650	 1.65
651	 1.63
652	 1.66
653	 2.56
654	 2.55
655	 1.62
656	 3.99
657	 1.58
658	 1.61
659	 1.27
660	 1.66
661	 1.61
662	 1.58
663	 1.65
664	 1.15
665	 1.62
666	 1.54
667	 1.36
668	 1.65
669	 1.65
670	 1.65
671	 1.65
672	 1.66
673	 2.42
674	 2.58
675	 1.60
676	 1.61
677	 1.61
678	 1.54
679	 1.66
680	 1.67
681	 1.66
682	 1.62
683	 1.59
684	 1.65
685	 1.59
686	 1.67
687	 1.64
688	 1.60
689	 1.64
690	 1.62
691	 1.59
692	 1.58
693	 1.66
694	 2.49
695	 2.04
696	 1.66
697	 1.66
698	 1.65
699	 1.61
700	 1.65
701	 1.59
702	 1.64
703	 1.67
704	 1.66
705	 1.65
706	 1.65
707	 1.65
708	 1.65
709	 1.59
710	 1.66
711	 1.36
712	 1.66
713	 1.61
714	 1.61
715	 2.43
716	 2.63
717	 1.61
718	 1.65
719	 1.65
720	 1.59
721	 1.60
722	 1.67
723	 1.62
724	 1.61
725	 1.37
726	 1.65
727	 1.66
728	 1.61
729	 1.63
730	 1.60
731	 1.65
732	 1.61
733	 1.59
734	 1.61
735	 1.58
736	 2.51
737	 2.51
738	 1.65
739	 1.65
740	 1.61
741	 1.61
742	 1.61
743	 1.61
744	 1.65
745	 1.64
746	 1.66
747	 1.61
748	 1.50
749	 1.59
750	 1.65
751	 1.66
752	 1.61
753	 1.64
754	 2.45
755	 1.32
756	 1.66
757	 2.58
758	 1.62
759	 1.63
760	 1.65
761	 1.65
762	 1.61
763	 1.64
764	 1.66
765	 1.66
766	 1.67
767	 1.59
768	 1.64
769	 1.78
770	 1.23
771	 1.66
772	 1.65
773	 1.66
774	 1.66
775	 2.45
776	 1.65
777	 1.14
778	 2.54
